GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,Publisher Name,Publisher ZipCode,Object Type,Language,Pages,Start Page,Company Name,Company NAIC,Class Terms,Subject Terms
431740316,China Agrees to Return Partly Dismantled Spy Plane as Cargo,2001-05-29,Newspapers,"['Eckholm, Erik']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.8,,,,"['Military aircraft', 'Intelligence gathering', 'International relations-US']"
431740624,Experts See Flaws in U.S. Mad Cow Safeguards,2001-05-08,Newspapers,"['Burros, Marian']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,F.7,['Department of Agriculture'],['926140'],,"['Cattle', 'Disease control', 'Federal regulation', 'Bovine spongiform encephalopathy']"
431743378,Youngest Qualifier Ready for Women's Open,2001-05-29,Newspapers,"['Nobles, Charlie']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,D.4,,,,
431745282,Officials Long Debated Risks Of Anti-Drug Patrol in Peru,2001-05-22,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,['Central Intelligence Agency--CIA'],"['928110', '928120']",,"['Drug policy', 'Military aircraft', 'Military air strikes', 'Drug trafficking', 'Drug crimes']"
431750492,Former F.B.I. Agent Indicted in Spy Case,2001-05-17,Newspapers,"['Risen, James']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.22,"['Federal Bureau of Investigation', 'FBI']","['922120', '922120']",,"['Espionage', 'Indictments']"
431752885,Bush Orders Review of U.S. Spy Programs,2001-05-13,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,1.11,"['Central Intelligence Agency', 'CIA', 'National Security Agency']","['928110', '928120', '928110', '928120', '928110']",,"['Espionage', 'International relations-US', 'Military policy', 'Intelligence gathering']"
431763446,Those Dimples May Be Digits,2001-05-03,Newspapers,"['Newman, Andy']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,G.1,,,,"['Identification systems', 'Face', 'Law enforcement', 'Crime prevention', 'Software', 'Casinos']"
431765203,"These Days, the Cold War Is Getting a Warm Reception",2001-05-02,Newspapers,"['Patton, Phil']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,H.10,,,,"['Museums', 'Espionage', 'Cold War']"
431768808,A Quiet Man With Voluble Fingers,2001-06-24,Newspapers,"['Waltzer, Ben']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,2.28,,,,"['Musicians & conductors', 'Jazz', 'Personal profiles', 'Music festivals']"
431772094,This Story Has Legs. And Feet. And Toes.,2001-06-17,Newspapers,"['Sharkey, Joe']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,4.2,['Los Angeles Zoo'],['712130'],,"['Reptiles & amphibians', 'Animal attacks', 'Editors']"
431772741,F.B.I. Analyst Is Charged With Theft Of Documents,2001-06-21,Newspapers,"['Rashbaum, William K']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,B.3,"['Federal Bureau of Investigation', 'FBI']","['922120', '922120']",,"['Classified information', 'Theft', 'Archives & records', 'Organized crime']"
431773479,Councilman Denies Improperly Helping Building Consultant,2001-06-20,Newspapers,"['Lipton, Eric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,B.2,"['City Council-New York City NY', 'Department of Buildings-New York City NY']","['921120', '925110']",,"['Corruption in government', 'Political ethics']"
431774380,Business Digest,2001-06-14,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,C.1,,,,
431774664,The Guide,2001-06-17,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,14LI.14,,,,
431775796,Councilman's Actions Factor in Inquiry,2001-06-14,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,B.3,['Department of Buildings-New York City NY'],['925110'],,"['Corruption in government', 'Influence', 'Bribery']"
431775823,Deal Seen Near to Spare Life of F.B.I. Spy Suspect,2001-06-15,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,"['Federal Bureau of Investigation', 'FBI']","['922120', '922120']",,"['Plea bargaining', 'Espionage', 'Capital punishment']"
431776524,Armey to Press Opposition to Net Wiretaps,2001-06-14,Newspapers,"['Schwartz, John']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,C.10,"['Federal Bureau of Investigation', 'FBI', 'Department of Justice']","['922120', '922120', '922130']",,"['Electronic eavesdropping', 'Computer privacy', 'Letters']"
431778285,Privacy Protection,2001-06-14,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.32,['Supreme Court-US'],['922110'],,"['Editorials', 'Supreme Court decisions', 'Right of privacy', 'Electronic eavesdropping']"
431782379,Guatemalan Court Sentences 3 Soldiers for 1998 Murder of Bishop,2001-06-09,Newspapers,"['Gonzalez, David']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.3,,,,"['Murders & murder attempts', 'Criminal sentences', 'Clergy', 'War crimes']"
431783726,"A Complex, and Friendly, Protection Racket Unravels",2001-06-02,Newspapers,"['Newman, Andy']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,B.2,,,,"['Racketeering', 'Theft', 'Parole & probation']"
431787778,"Slumbering in the Egyptian Desert, a Titan of a Dinosaur",2001-06-01,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.6,['University of Pennsylvania'],['611310'],,"['Dinosaurs', 'Fossils', 'Paleontology']"
431790623,War's Legacy: Many in Guatemala Still Fear Army,2001-07-26,Newspapers,"['Gonzalez, David']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.3,,,,"['Armed forces', 'Massacres', 'Litigation', 'Genocide', 'Civil war', 'War crimes', 'Public opinion']"
431791228,F.B.I. Use of New Technology to Gather Evidence Challenged,2001-07-30,Newspapers,"['Schwartz, John']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,C.7,,,,"['Evidence', 'Organized crime', 'Right of privacy', 'Computer privacy', 'Surveillance of citizens', 'Court hearings & proceedings', 'Federal Rules of Evidence']"
431793365,"At Katharine Graham Funeral, Parade of Boldface Names",2001-07-24,Newspapers,"['Clines, Francis X']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,B.9,,,,['Funerals']
431794781,No Retreat on the Hudson,2001-07-26,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.24,"['Environmental Protection Agency', 'EPA', 'General Electric Co']","['924110', '924110', '332510', '334518', '334512', '334290']",,"['Editorials', 'Environmental cleanup', 'Polychlorinated biphenyls', 'PCB', 'Environmental policy', 'Dredging']"
431807526,Policy of Jailing Protesters On Minor Crimes Is Revoked,2001-07-14,Newspapers,"['Rashbaum, William K']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,B.3,['Police Department-New York City NY'],['922120'],,"['Demonstrations & protests', 'Imprisonment', 'Civil rights', 'Police']"
431813676,U.S. Crews Make but 2 Finals,2001-07-08,Newspapers,"['Hildes-Heim, Norman']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,8.6,,,,
431814386,Ex-Agent Pleads Guilty in Spy Case,2001-07-07,Newspapers,"['Risen, James']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,"['Federal Bureau of Investigation', 'FBI']","['922120', '922120']",,"['Espionage', 'Criminal pleas']"
431816474,On Trial: Fighting Drugs vs. Fighting Dictators,2001-08-27,Newspapers,"['Risen, James']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.6,"['DEA', 'Department of State', 'Central Intelligence Agency--CIA', 'Drug Enforcement Administration--DEA']","['922120', '928120', '928110', '928120', '922120']",,"['Civil actions', 'Civil rights', 'Electronic surveillance', 'Trials']"
431817721,Israel Defends Missile Attack That Killed 8,2001-08-02,Newspapers,"['Haberman, Clyde']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.8,,,,"['Missiles', 'Minority & ethnic violence', 'Assassinations & assassination attempts', 'Palestinian people']"
431818089,Technology Briefing Hardware: Security Agency Seeks Outside Help,2001-08-02,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,C.5,,,,
433357663,"In Gilded Age of Home Schooling, Students Have Private Teachers",2006-06-05,Newspapers,"['Saulny, Susan']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,,,,"['Tutoring', 'Lifestyles', 'Social conditions & trends', 'Home education', 'Distance learning']"
433357792,Press Secretary's First Gaggle: 'Just a Mess',2006-05-13,Newspapers,"['Bumiller, Elisabeth']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.14,,,,['News media']
433357920,Shuffling Spies Around,2006-05-09,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.26,"['Central Intelligence Agency', 'CIA', 'Department of Defense']","['928110', '928120', '928110', '928120', '928110']",,"['Political appointments', 'Espionage', 'Editorials -- Hayden, Michael V']"
433358028,News Summary,2006-06-24,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.2,,,,
433358037,Bank Data Sifted in Secret by U.S. to Block Terror,2006-06-23,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,"['Department of the Treasury', 'Al Qaeda', 'Society for Worldwide Interbank Financial Telecommunications', 'SWIFT', 'Central Intelligence Agency--CIA']","['921130', '813940', '511210', '561421', '511210', '561421', '928110', '928120']",,"['Transfer of funds', 'Terrorism', 'Privacy', 'International banking', 'Databases']"
433358302,"With Access Denied, Justice Dept. Drops Spying Investigation",2006-05-11,Newspapers,"['Scott, Shane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.34,"['Department of Justice', 'National Security Agency']","['922130', '928110']",,"['Surveillance of citizens', 'Security clearances', 'Investigations', 'Electronic eavesdropping']"
433358413,Invoking Secrets Privilege Becomes a More Popular Legal Tactic by U.S.,2006-06-04,Newspapers,"['Scott, Shane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,1.32,,,,"['Litigation', 'National security', 'Privileges & immunities', 'Electronic eavesdropping', 'Terrorism', 'Classified information']"
433358564,Duval Is Old Self: Feisty and Good,2006-06-17,Newspapers,"['Pennington, Bill']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,D.1,,,,"['Tournaments & championships', 'Ratings & rankings', 'Professional golf']"
433358612,An Ever-Expanding Secret,2006-05-12,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.32,['National Security Agency'],['928110'],,"['Electronic eavesdropping', 'Surveillance of citizens', 'Telephone companies', 'Intelligence gathering', 'Editorials -- Electronic eavesdropping']"
433358667,Clash Foreseen Between C.I.A. And Pentagon,2006-05-10,Newspapers,"['Schmitt, Eric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,"['Central Intelligence Agency', 'CIA', 'Department of Defense']","['928110', '928120', '928110', '928120', '928110']",,"['Political appointments', 'Intelligence gathering']"
433359141,Specter's Uneasy Relationship With White House Is Revealed in a Letter to Cheney,2006-06-08,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.16,"['Senate-Judiciary, Committee on the', 'National Security Agency']","['921120', '928110']",,"['Professional relationships', 'Disputes', 'Letters', 'Telephone companies']"
433359725,When a Good Ribeye Is Not a Bull's-Eye,2006-05-14,Newspapers,"['Kurutz, Steven']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,14.6,['Peter Luger Steak House-New York City NY'],['722110'],,"['Beef', 'Meat processing', 'Restaurants']"
433360136,National Briefing Washington: U.S. Seeks Consolidation Of Phone Privacy Suits,2006-06-20,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.15,,,,
433360454,Qwest's Ex-Chief Is Suddenly Cast as Defender of Privacy,2006-05-13,Newspapers,"['Belson, Ken']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.13,['Qwest Communications International Inc'],"['518111', '518210']",,"['Surveillance of citizens', 'Privacy', 'Customer information files', 'Insider trading', 'Image', 'Telecommunications industry']"
433360630,News Summary,2006-06-16,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.2,,,,
433361043,A General in Charge: Why the Fuss?,2006-05-09,Newspapers,"['Mazzetti, Mark']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.22,"['Department of Defense', 'Central Intelligence Agency', 'CIA']","['928110', '928110', '928120', '928110', '928120']",,"['Political appointments', 'Intelligence gathering', 'Government agencies']"
433361099,Arguments on Spy Program Are Heard by Federal Judge,2006-06-13,Newspapers,"['Liptak, Adam']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.17,"['Department of Justice', 'American Civil Liberties Union', 'ACLU', 'National Security Agency']","['922130', '813311', '541110', '813311', '541110', '928110']",,"['Civil liberties', 'National security', 'Court hearings & proceedings', 'Privileges & immunities', 'Electronic eavesdropping']"
433361644,U.S. Wants Internet Companies to Keep Web-Surfing Records,2006-06-02,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.15,['Department of Justice'],['922130'],,"['Customer information files', 'Searches', 'Internet', 'Surveillance of citizens']"
433361695,News Summary,2006-05-12,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.2,,,,
433362346,Top C.I.A. Pick Has Credentials And Skeptics,2006-05-06,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,"['Central Intelligence Agency', 'CIA']","['928110', '928120', '928110', '928120']",,"['Political appointments', 'Military officers']"
433362806,New Jersey Demands Data on Phone Call Surveillance and Is Sued by U.S.,2006-06-16,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,B.1,['National Security Agency'],['928110'],,"['Subpoenas', 'Telephone companies', 'Consumer protection', 'Litigation', 'National security', 'Right of privacy', 'Surveillance of citizens']"
433364174,Today in Business,2006-06-16,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,C.2,,,,
433364231,Qana Raid Revives '96 Agony,2006-07-31,Newspapers,"['Myre, Greg']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.11,['Hezbollah-Party of God'],['813940'],,"['Military air strikes', 'Civilians', 'War', 'History']"
433364855,Clinton Talks of Reining In Privacy Lapses,2006-06-17,Newspapers,"['Kornblut, Anne e']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,B.5,['Democratic Party'],['813940'],,"['Privacy', 'Identity theft', 'Consumer protection', 'Political campaigns', 'Congressional elections -- New York']"
433365412,Blind Man's Bluff,2006-06-11,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,4.11,,,,"['Surveillance of citizens', 'Federal legislation', 'Intelligence gathering', 'Editorials -- Surveillance of citizens']"
433366345,"A Leap of Faith, Off a Cliff",2006-06-15,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.22,['Senate'],['921120'],,"['Surveillance of citizens', 'Electronic eavesdropping', 'Federal legislation', 'National security', 'Editorials -- Surveillance of citizens']"
433366756,Burmese Woman Can Stay,2006-06-12,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.13,,,,"['Political asylum', 'Guerrilla forces']"
433367173,Ruling Backs Internet-Phone Wiretapping,2006-06-10,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,C.9,"['Federal Communications Commission', 'FCC', 'Vonage Inc', 'Comcast Corp']","['926130', '926130', '517110', '517212', '517510', '517910', '518111']",,"['Internet telephony', 'Litigation', 'Appeals', 'Law enforcement', 'Electronic eavesdropping']"
433367565,The Court Under Siege,2006-07-29,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.12,"['Supreme Court-US', 'Guantanamo Bay Naval Base']","['922110', '928110']",,"['Supreme Court decisions', 'Separation of powers', 'Electronic eavesdropping', 'Geneva Conventions', 'Editorials -- Supreme Court decisions']"
433367621,"In the New Las Vegas, There's Not Much Room for Low Rollers on the Strip",2006-05-06,Newspapers,"['Richtel, Matt']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,C.1,,,,"['Casinos', 'Hotels & motels', 'Gambling industry', 'Target markets', 'Luxuries', 'Tourism -- Las Vegas Nevada']"
433367783,"After 4 Decades, a Cold War Symbol Stands Down",2006-07-29,Newspapers,"['Johnson, Kirk']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,['North American Aerospace Defense'],['928110'],,"['Cold War', 'Relocation', 'Mountains', 'Nuclear weapons']"
433367990,Leak of Classified Information Prompts Inquiry,2006-07-29,Newspapers,"['Scott, Shane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.10,"['National Security Agency', 'Federal Bureau of Investigation', 'FBI']","['928110', '922120', '922120']",,"['Leaking of information', 'Investigations', 'Grand juries', 'Subpoenas', 'News media', 'Classified information']"
433368026,"After 9/11, Arab-Americans Fear Police Acts, Study Finds",2006-06-12,Newspapers,"['Elliott, Andrea']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.15,,,,"['Terrorism', 'Racial profiling', 'Law enforcement', 'Studies', 'Focus groups', 'Arab Americans']"
433368572,Judge Rejects Customer Suit Over Records From AT&T,2006-07-26,Newspapers,"['Liptak, Adam']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.13,['AT&T Inc'],"['517110', '517212', '518111']",,"['Class action lawsuits', 'Electronic eavesdropping', 'Federal court decisions', 'Customer information files']"
433368807,Watching the Watchers: An Intelligence Official Works to Keep Agencies in Bounds,2006-07-25,Newspapers,"['Scott, Shane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.15,"['Central Intelligence Agency', 'CIA']","['928110', '928120', '928110', '928120']",,"['Intelligence gathering', 'Civil liberties']"
433369125,"Administration and Critics, in Senate Testimony, Clash Over Eavesdropping Compromise",2006-07-27,Newspapers,"['Lichtblau, Eric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.21,"['Senate-Judiciary, Committee on the']",['921120'],,"['Search warrants', 'Proposals', 'Intelligence gathering', 'Congressional hearings', 'Electronic eavesdropping']"
433369359,Lessons From Canada: Snooping Works,2006-06-11,Newspapers,"['Lipton, Eric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,4.3,,,,"['Terrorism', 'Crime prevention', 'National security', 'Electronic eavesdropping', 'Espionage', 'Surveillance of citizens']"
433369735,Legal Group Says Bush Undermines Law by Ignoring Select Parts of Bills,2006-07-24,Newspapers,"['Pear, Robert']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.12,['American Bar Association'],['813920'],,"['Federal legislation', 'Constitutional law', 'Separation of powers']"
433369843,News Summary,2006-07-26,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.2,,,,
433370333,Inside,2006-07-29,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,,,,
433370430,"Graduates Get an Earful, From Left, Right and Center",2006-06-11,Newspapers,"['Dillon, Sam']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,1.36,,,,"['Colleges & universities', 'Speeches', 'Graduations & commencements']"
433370602,The Real Agenda,2006-07-16,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,4.11,"['Guantanamo Bay Naval Base', 'Congress-US']","['928110', '921120']",,"['Geneva Conventions', 'Terrorism', 'Prisoner treatment', 'Supreme Court decisions', 'Editorials -- Bush, George W', 'Electronic surveillance']"
433370784,"Dropping a Few Sports at Rutgers, and Putting Pressure on Trenton Over Cutbacks",2006-07-23,Newspapers,"['Jones, Richard G']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,1.23,['Rutgers University'],['611310'],,"['College sports', 'Cost control', 'Financial aid', 'Budgeting']"
433370987,Life Without Armstrong Is Difficult for Discovery,2006-07-23,Newspapers,"['Wyatt, Edward']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,8.9,['Discovery Channel'],"['512110', '515210']",,"['Tournaments & championships', 'Bicycle racing']"
433371222,Boeing Posts Loss on Costs Of Settling Ethics Inquiry,2006-07-27,Newspapers,"['Leslie, Wayne']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,C.2,['Boeing Co'],"['336411', '336413', '336414']",,"['Company reports', 'Financial performance', 'Aircraft industry', 'Losses', 'Business ethics', 'Corporate taxes']"
433371535,News Summary,2006-07-14,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.2,,,,
433371695,News Summary,2006-07-20,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.2,,,,
433371865,Judge Declines to Dismiss Privacy Suit Against AT&T,2006-07-21,Newspapers,"['Markoff, John']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.13,"['Department of Justice', 'National Security Agency', 'Electronic Frontier Foundation', 'AT&T Inc']","['922130', '928110', '813910', '517110', '517212', '518111']",,"['Litigation', 'Surveillance', 'Electronic eavesdropping', 'Privacy', 'Telephone companies']"
433372340,Critics of Wiretapping Oppose a Plan for a Decision on the Program by a Secret Court,2006-07-15,Newspapers,"['Lichtblau, Eric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.10,"['Congress', 'National Security Agency', 'Foreign Intelligence Surveillance Court']","['921120', '928110', '922110']",,"['Surveillance', 'Intelligence gathering', 'Terrorism', 'Constitutional law', 'Civil liberties', 'Electronic eavesdropping']"
433372592,Experts Differ About Surveillance and Privacy,2006-07-20,Newspapers,"['Scott, Shane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.16,"['National Security Agency', 'House of Representatives-Intelligence, Permanent Select Committee on']","['928110', '921120']",,"['Congressional hearings', 'Surveillance of citizens', 'Terrorism', 'Privacy', 'Search warrants', 'Electronic eavesdropping']"
433372700,Monaco,2006-07-23,Newspapers,"['Sherwood, Seth']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,5.15,,,,"['Tourist attractions', 'Hotels & motels', 'Restaurants', 'Tourism -- Monaco']"
433372754,Restoring a Constitutional Balance,2006-07-14,Newspapers,"['Sanger, David e']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.15,,,,"['Terrorism', 'Separation of powers', 'Constitutional law', 'Prisoners', 'Military tribunals', 'Electronic eavesdropping', 'Presidency']"
433373032,Bush Would Let Secret Court Sift Wiretap Process,2006-07-14,Newspapers,"['Lichtblau, Eric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,"['National Security Agency', 'Foreign Intelligence Surveillance Court']","['928110', '922110']",,"['Electronic eavesdropping', 'Terrorism', 'Intelligence gathering', 'Constitutional law']"
433373100,Tap-Dancing as Fast as He Can,2006-07-20,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.20,"['Senate-Judiciary, Committee on the', 'National Security Agency']","['921120', '928110']",,"['Electronic eavesdropping', 'Congressional hearings', 'Testimony', 'Editorials -- Electronic eavesdropping']"
433373827,"Bush Blocked Ethics Inquiry, Official Says",2006-07-19,Newspapers,"['Lewis, Neil a']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.14,"['Senate-Judiciary, Committee on the', 'Office of Professional Responsibility']",['921120'],,"['Congressional hearings', 'Testimony', 'Electronic eavesdropping', 'Terrorism']"
433375986,Congressman Says Program Was Disclosed By Informant,2006-07-10,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.11,"['House of Representatives-Intelligence, Permanent Select Committee on']",['921120'],,"['Nondisclosure', 'Whistleblowing', 'Intelligence gathering']"
433376219,'Pit Bull' of the House Latches On to Immigration,2006-07-11,Newspapers,"['Leibovich, Mark']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,['House of Representatives'],['921120'],,"['Federal legislation', 'Immigration policy']"
433376292,Ally Told Bush Project Secrecy Might Be Illegal,2006-07-09,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,1.1,"['House of Representatives-Intelligence, Permanent Select Committee on', 'Republican Party']","['921120', '813940']",,"['National security', 'Terrorism', 'Correspondence', 'Intelligence gathering']"
433376471,News Summary,2006-07-19,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.2,,,,
433380663,U.S. Judge Finds Wiretap Actions Violate the Law,2006-08-18,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,"['Department of Justice', 'National Security Agency']","['922130', '928110']",,"['Federal court decisions', 'Constitutional law', 'Appeals', 'Surveillance of citizens', 'Electronic eavesdropping']"
433381959,Bush Predicts Appeals Court Will Lift Ban on Wiretaps,2006-08-19,Newspapers,"['Lichtblau, Eric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.10,,,,"['Federal court decisions', 'Separation of powers', 'Electronic eavesdropping']"
433382090,EarthLink Hurls Itself Into a Heady New Telecom Universe,2006-08-18,Newspapers,"['Richtel, Matt']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,C.1,['EarthLink Inc'],['518111'],,"['Telecommunications industry', 'Internet service providers']"
433383002,U.S. Blocks Men's Return To California From Pakistan,2006-08-29,Newspapers,"['Archibold, Randal C']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.17,"['Federal Bureau of Investigation', 'FBI']","['922120', '922120']",,"['Families & family life', 'Questioning', 'Terrorism']"
